title,artist,total_popularity_weight,spotify_id
LOW BATTERY,PARTYNEXTDOOR,797,0iQTYM2f0ZO6nAPIWq0olW
Olen suomalainen - L'Italiano,Kari Tapio,797,3PRxxRLDBI7Uhj4czaTqf3
Çok Sevmekten,Hande Ünsal,797,3j2FS2d5YGSe5wXd5lt3fY
"Figures, a Reprise","Jessie Reyez, Daniel Caesar",797,0qynxleiY0wavOijAW9trC
Flawless,Natos y Waor,797,2PraZkDWiOJhTcc6viJrrV
That Funny Feeling,Bo Burnham,797,7uCq4vBPffjaTMlE8EQzJD
Bóg się rodzi,Stanisław Soyka,797,6oFNuA88TeYBMX0yI3XUu4
Crzybailaaja (Vain elämää kausi 12),Chisu,797,1FM2qw0qxhQUFaJ5ONJFF3
Ääripäät,Mikael Gabriel,797,5IXEJUWmGUozEKid74qJMT
Sepanjang Hidupku,Mario G klau,797,34HtLoV9UngZ9j8BWPElZR
Irti,Elias Kaskinen & Päivän Sankarit,797,2YLwHjmsYqD8GXCCN1lb4G
Going Crazy,EXO,797,64EJgeHPkqJThnr7RDppo3
Libre - Italian Version,"Alvaro Soler, Emma",797,2bFMtSORVWad3HuNNuTl7T
Lanet,"Arda Gezer, Şehinşah, Caner Özgür",797,2Ruotz3sWblQKuDuLopMvO
Uno Más Uno,Evaluna Montaner,797,2EI0oMlblptqVqHRo05UdT
就這麼錯過 - 電視劇【翻牆的記憶】片尾曲,Morrison 馬仕釗,797,1TA4cIsUEgqMbu6K0RgtvE
Better Babe,TAEYEON,797,5YZq7czabAgCWLNdEnJhI0
Petit bateau,Timal,797,2Xik8yGpCNj4sNmpyICKjQ
Top Quality,"Ak4:20, Pandilla Records",797,0G0R3pEyrm1RbYJ7fhTX0X
Sorry,Pronto,797,3KoTvVmSdFpXTDVHCB1koK
Un Amor Violento,Los Tres,797,7zpNN01FLMP70EYGcxCCDY
有沒有人想聽 (電影《古墓奇譚2穿越死亡海》推廣曲),Meeia Foo,797,5nKmwnHT3rUOlRkD6xH7UG
Mary's Boy Child,Jose Mari Chan,797,3JwOoXNE5S1j4vz9iSL37S
Ölj Meg,AKC Misi,797,6lWkba3WYwYaC3oj4OSMBH
Midnight,Coldplay,796,4GKk1uNzpxIptBuaY97Dkj
Christmas Was a Friend of Mine,Fay Lovsky,796,0mX9lqCl7GuPDA4XJ9DQoQ
King Kong,12os Pithikos,796,4QzVP8ZQgKm776GhgIZKyA
Me Enamore,El Alfa,796,05tNrQNICAOfX8ohVpfkBb
Iron Man,Rema,796,2hsknXtgTWBG29t8I9S9Sb
Service,"Niska, Mayo",796,4qDHE6q0Ltzcmr3yxbPCb2
Mr Bamboo (feat. Chadia Rodriguez),Ernia,796,3PNMG5WhSmdIE4GXbp78Ef
Zapałki,"Jan-Rapowanie, Nocny",796,5k5ROIUROg4l4c3lhiDxIh
Vrienden,"5NAPBACK, Daniël Busser",796,0ktD04ojDFaaTiKc1hwMRr
Wat is' denn los mit dir 2,"Kollegah, Majoe",796,2p77paMGNGKwEig9AcMpeW
Loyalty Before Royalty,Trippie Redd,796,284fVGdbsPtigjjI0jmKXo
Packets immer noch,"Luciano, Nikky Santoro",796,7ruaJ8big0EWR4EWtO0Zbl
RICHARD MILLE,Carmon,796,5gy409PnZMiagtYFXArMFe
Freddy friendly (feat. Gemitaiz) - prod. Kanesh,Dani Faiv,796,54LKshqvO5WDy9RWhvJYxy
Sin Ti,"Rawayana, Willy Rodríguez, McKlopedia, La Vida Bohème",796,47HsXFJ6I8tSwq24J5X5CQ
Don't Die,Killer Mike,796,6SKP6d0DFOBemCvThbuqUj
Knocked Off,YoungBoy Never Broke Again,796,3a0Wh4w8gkib4KRfWGfG0P
Grace Kelly (feat. Keko Salata),Juno,796,3ZsbTIruDt0rv8euAdRU2i
Ơ Sao Bé Không Lắc,"BigDaddy, Emily",796,6yE1ZSflbG8mIPtICmM3ig
iFONE,Fy,796,4lhzEfijSR5udmjFGFMWDg
C'era una volta,"Leon Faun, Duffy",796,5CVxRagSP0mygbq68883fH
Hejtklub 7,Separ,796,6HFPlil9nfSnwlyo9YgtKK
PAPARAZZI - English Version,RADWIMPS,796,6CKF6AY8vmt7xvVgfJ8jEa
mapa,"Olszakumpel, Kuqe 2115",796,27WCcQY8CU0nBJ9DVjMhZT
Girls,The 1975,795,5WSdMcWTKRdN1QYVJHJWxz
Kriminel,Suspekt,795,3f9ZD6YFHwAcYxd1iHbNXK
No Matter What,Calum Scott,795,0eqvfRQ2V6a31pHVTQfJpN
Acapella #1,Piruka,795,6fj9Sk6EfAY3kldZlgrsFg
Testimony,Kodak Black,795,2S4knKzj79j0LQQDyOqkBM
一樣的月光 (《搭錯車》音樂劇主題曲),Della,795,4MGvsVFKvvrntcDgt8l4zf
Interessant (feat. Dopebwoy),Keizer,795,279ltcrJ15IZFI5UUG49PG
Pavel (feat. SCH),13 Block,795,3kvi6ki80Wd8TBJhNvgv8f
Originál,Amco,795,5W4BfC2MsXCt2AtYf6mVV4
Turn Your Love Around,"AmPm, Michael Kaneko",795,0R2sVKQiehRZIjT9cXuvub
אין הרבה מה לעשות,Nathan Goshen,795,02UXrX8dCw43aHKO4FTRjx
"241 (From the movie ""100 Tula Para Kay Stella"")",Janine Teñoso,795,2do8RHXBj4CxG3n08KHBWZ
El Ataque De Las Chicas Cocodrilo - Operación Triunfo 2018,"Carlos Right, Miki Núñez",795,1AeftqXiEN8a43P8IgWt3a
「聴きたかったダンスミュージック、リキッドルームに」,Sakanaction,795,7gDB5zDY7IxNmRfrJ9KR8J
DOM - STAMINA,Cleo,794,1S74EVU2F4Br77OlHN2xEg
ก่อนเคยเป็น,"Maiyarap, Lazyloxy",794,13tej4bZgY7zbHNQlmR68D
Can't Be Tamed,TonyJones,794,3NH3mb4MWy86kkMKZOWzki
你能聽見嗎 - 52Hz版,Jocie Guo,794,0XpHRYDkbyrX9UwkkfrE9e
Grille,Kiddly Puff,794,1GMbkIcwReWIKEnP2dmL8r
Superman,"Feis, Winne",794,4NtGAQJXUXfqIni5ouifAX
Vata,Viktor Sheen,794,4dVcnhINyi5ZBbu3PKntTJ
安守本份 2017 - 劇集 “使徒行者2” 插曲,Vivian Koo,794,3qxQBZNWQAZ11rj2G57Vb3
Je to tak dávno,Marpo,794,5qPr9ERmIjOEHsl3HSlg3I
Nagyvárosi Remete,Tirpa,794,0R9xCDZf135SNGj1gKTkXm
Dör för min,"Newkid, Jireel",794,66MqtwE3HX78U0Fv0KgurR
Kariibi Epiloog,"Genka, DEW8",794,4CB6Z0iZtJdFosvYrsOeOU
GUBBS 4 EVER,De Vet Du,794,6yjZFmqSqys1DHS0wbHP9W
"Hot Gal (feat. Jovi Rockwell,Y$K & JonFx) (feat. Jovi Rockwell, Y$K & JonFx)",Trifecta,794,7cjEL3ekANyjyTeE5fFblr
"Ma Cherie (feat. SBMG, I$si & Rasskulz)",CJaye,794,5KeFf74SOmDX8TX72YobCk
Uzun Uzun (feat. Jabbar),Deeperise,794,2lfIKSkxC1z8Q7JzTufWFo
Lose It,Kane Brown,794,5tFgCPC2Hdw4qu9b7RkWhR
Minal Aidil Wal Faizin,Datuk Sharifah Aini,794,77X4EnEfaYYBA9wVXXy0WE
SWEET SUMMER DAY,TWICE,794,4XDWKodqvKyGL5YJILpKM5
"Trust Again - Inspired by ""Raya and The Last Dragon""","Raisa, YonnyBoii, Matthaios, SPRITE",794,6XDfioly4ZYDHxQFppvPjK
天亮,Soo Wincci,794,6q42boN1tCfZbC3ZMOgJzu
Meisje Alsjeblieft,Riffi,794,41bXrkg7BboE5eOMjXAqvy
MY LIFE (feat. ZK),RH,794,6wpXx7XM6zdaJRaoLPMp22
Ni amour ni amitié (feat. SCH),DA Uzi,794,7L9ew9CA49wldcuqVJKGnF
Salamander,ELLEGARDEN,794,0O7eV4jZxDYHMAMvPmSEmO
e-girl,ibe,794,6QZ87RKkUqDFoRP2BhfygN
18 anni,ARIETE,793,2jGbAhshvoqrd5SCuL3dAs
Something About Us,Daft Punk,793,1NeLwFETswx8Fzxl2AFl91
要不要,Kelly Yu,793,5mbpgMFwZQL8ipidsKX55l
One (Monster & Infinity),SuperM,793,5b841RC6QkaHVh4tS3lQ3n
Pianto Noisy,Carl Brave,793,4JCEL6i7G9tVN7YqdyBmoB
Metropolio,Stam1na,793,1U6C3lU8RvvTc0Nb63vAcn
LOVE PHANTOM,B'z,793,6rcPP3eWwKcUrIEWb1bR5S
Golden Intro,Romeo Santos,793,3lZxLzlmc406877kYKZuW9
alone in a room full of people,blackbear,793,6D7Y1ifRZYfqaTvffJ2zGT
Fingertoppar,Parham,793,66XWxo5RQ4VCqKY5G1lMnw
誰人在身邊 - 劇集 ”燕雲台” 主題曲,JW,793,0FxVvKm8sKPPo0Gh0GlZVa
จูบ,JETSET'ER,793,111VL3GT8ZaPhgNgnxzrOx
100 sydäntä,Lucas,793,4kp9zl2SoGkex1WWSE4Kqa
Hola - Remix,DJ Alex,793,3WBWY2uu9H9qhMT7MOVe7B
Nirvana,Scarlet Pleasure,792,69WBhVIrDfFzCjNp4sqMQ4
Bon déjà,Niska,792,4avTQmRrg717z7AuXqYY0V
Frio,Lazza,792,2f9LCuUmf2kRQXgD3qrLu1
Trap Check,2 Chainz,792,21PYvZScoUng2OZNj21VTh
Hypnotised - EP Mix,Coldplay,792,7HBnZdg7fIQwqMhQhci0VV
山風,阿冗,792,4atxEOFzjjpGhXGNCgn3bi
Rompa mi,"Carina Dahl, Linni Meister",792,4xh1HYiuwF8B200hbKW5Ic
Versace Baby,Mohamed Ramadan,792,4EHrKZf9fGEHIwdaXLDPoB
Venom,Little Simz,792,4WaaWczlVb1UJ24LILsR4C
Arte,Slow J,792,1wawXvmElv2Qe72D2qZSJD
El Sombrero del Huaso,"Duo Rey Silva, Mario Catalán, Elia Ramirez",792,2Q65aZPVNSHOq5qdp0wF7h
Atak,"Smack, Komander, Tchagun",792,7bXpbJT2E3lf1Ryzz1Yp5X
ทำไมต้องรักเธอ,"Earn Piyada, คริส หอวัง; อุ๋ย Buddha Bless",792,5IWMAHpNDXeKH0aZ0YHY70
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),Mustard,792,3O7lxdQoe1aNWs93VSHsJg
Bafi,Ceg,792,2z7wqrpcBQd3y061E8KypF
Naked,Ava Max,792,32MRwAZRkG6cszFEiV3DKa
Drugs & Guns,"Qlas & Blacka, Kevin",792,26rfOfwbxOPbqFoQAPvlhI
Dangereuse,Soolking,792,4Zq6fo61NVmDpPDPX4RzjA
Princes de la ville,"Dosseh, Vegedream",792,49C6hw1ErLZBELEDdaOWPP
Same Thing,Lil Baby,792,2XEsbmynS9dLSzNSuZzfXF
Besa Mi Culo,Dawe White,792,02UXh0jhiPVk3gOdNqG40j
A+,Prusax,792,3ar66BSKs9CRFUnZ62lKCr
Ramunė pt.2,ba.,792,6a8bzgByNNwfK3sWaSq07C
Goodbye,AREZRA,792,0DER9yTjSG3UYfpSvVS3WL
Ulala (feat. Eunique),Mike Singer,792,3zZ4thsaNvldGqqZz34cLc
R.O.D,"Matte Caliste, Dave East, Ant Wan",792,2VcxSIkuXknyBHjlUG9Efh
Ababulali,Nasty C,792,4qmTY8yaMYQpZW1byhywWV
Bile Bile,Karya Çandar,791,5Dub8tSrfyeHtXHeeHohwl
Mach die Millen,"Maaf, Haftbefehl, Milonair",791,6J1mr79saRqVOsNMrzO1dM
Ultima (Ploaie),Oscar,791,0RFe4aPQJc0aagg2E1nLvD
Alt Eller Intet (feat. Gilli),Sleiman,791,1jFp82oOPZiduANixfWNgY
Ihre Sprache,Kontra K,791,0AZ9hGr2zGGqPwxQbeevL4
Bit dig i läppen,Håkan Hellström,791,6wIr0iW4NLovsMoKaWdqwM
完結篇,Aggie Hsieh,791,5XTGAXgiL4QsE5hlmCVKp0
Firemní swag,Smack,791,7toVpEoh0zRucM6rlbgvdA
異地戀人,By2,791,2GpjY4mQblkvOkj5d7zVfr
All My Love,George Ezra,791,22GUd9JOxhSidGguHxf3Nu
晚安,Ricky Hsiao,791,6Oi4xeviz67gkkjwFeHZju
Baby Come Back,Ocean Alley,791,1eFxr88BIIqwcrvA28Y44y
El Hombre,El Alfa,791,0zfyjCcfmE2jXzg2EmoKtc
Minuto Y Medio,Lapiz Conciente,791,4gdHTXuaNFptiokf2CFYBt
Sieben Intro,"Frenna, Diquenza",791,3yZFAqCTutCoBQoPvQTvCW
Chloraseptic (feat. 2 Chainz & Phresher) - Remix,Eminem,791,756ZV0boQJ6Kbk3WFBuVjD
Sempre bene,Frah Quintale,791,0AKOYwbGQUldCiepDc4IKr
Let's Love - David Guetta & MORTEN Future Rave Remix,"David Guetta, Sia",791,7HXMzmHisLPilu3phwi73h
RAGAZZI DELLA NEBBIA,"MACE, FSK SATELLITE, Irama",791,1WTDW60Rs4RjTrckLev6Cj
TE SUPERÉ,"Becky G, Zion & Lennox, Farruko",791,2y6EbYibgxMVQ0T5YjZYWN
불타오르네 FIRE,BTS,791,4LCOHlJqbILfOrYvAdgJbs
Pahat pojat itkee,WIL,791,68e6R7756ppEZB81HMBbMB
Utan dig,"Molly Sandén, Newkid",791,0llhMdXtxkhCGCqYqaaheC
Perceptível - Ao Vivo,"Diego & Arnaldo, Diego & Victor Hugo",791,09HoCF2lf0rIBrTzV4Pduq
One Jump Ahead,Azaran Ma,790,6wbAYr03Fh5H0e7O6Y5CMl
跟自己說話,Maggie Chiang,790,3sQrS6pvTAC3Z94Iowu43c
south africa,Baby Keem,790,7HyAAmp8lsDoDHxyvaEaDK
J-Boy,Phoenix,790,0uzKfuty82lTHvfGaOLCdV
Ingen Slukker 1 Star,Suspekt,790,4xZjaqFr8l6VSDINGRijAl
Allt är svart,Dree Low,790,1kxblqWfSdiKOBisWkhirQ
Bi' Fazla,"Elçin Orçun, Birkan Nasuhoğlu",790,5CEDFlX2WDEwZNHv588tJc
Önska dig en stilla natt,Bo Kaspers Orkester,790,0Pydrzv5aVhi9duOXAOCdy
Grow,Frances,790,0FiaroF4hBSeBpUXoxHUMl
MARIJUANA,Rilès,790,33Om1hVbO2fvyERdp7CBO8
Laisse les parler,MMZ,790,7EEYVAqbZWNh4nKUUoCUMQ
Che Guevara (Vain elämää kausi 8),Arttu Wiskari,790,0GcL3ep5qj0kWc7dc5kjd6
Shotgun,"El Nino, F.Charm, Puya",790,4JCAUlOESJvo4f6Qf5BfcW
JA ARA E,Burna Boy,790,6pdip6qgVJOI5JxqgbAlu6
Tuhlaajapoika,Cheek,790,6e2WDTKeoNhD52KmBbverF
Beautiful Rejection,"JackOPepsico, Kim Gudez",790,7L9y0DaaxAslELad5EpJWa
Magic,Sia,789,3hE9T8H1jzSS0SxLNtUtKl
Il blocco dello scrittore,"Nayt, 3D",789,6Id7F2D31P5VonbYbpgrqe
What's Next,Aitch,789,27iStw5WlAk7DbaItmd2ua
Sister,S!sters,789,4AShR4usxlAsDxFAUMZMrM
Fesam,"Abdelrahman Roshdy, Amir Eid, Moataz Mady",789,476NWPxhfXbZdXCDR7vuOp
C'est La Vie,B*Witched,789,0P6CPJrNJ1Zt755CQTWg3S
Here Comes Santa Claus,Bob B. Soxx & The Blue Jeans,789,0BZADNTotC07pQ6PFGRLGS
LED go,Bilderbuch,789,0aQFfR7RYPVGp49sraYgGt
Change,Alz X 38,789,3qvYObuTA1qbfL9LpeRtLx
Eprouvé,"Lacrim, Kayna Samet",789,5uXlnlGUadC5kuCpmh5RG6
Ngwanesu,"Cassper Nyovest, Samthing Soweto",789,6lMGUFKiR05YPNlIT7lNQs
Babylon,Sebastian Zalo,789,3Y6HtSJR1VrAFx8KG2Ba0v
Ah Anne,"DnoteOnDaBeat, Ricky Rich, SINAN",789,07jtEjDCrK0dlkhhU6aWDb
Séparer,PLK,789,5No6CDm5EAkQ0ZG03C1VBE
Fenster,Kraftklub,789,7qkQWOefihh3sQNb5vO93e
Me Gusta Todo De Ti,Noche de Brujas,789,2SEYkDv8jqEVMpppKoG3mY
Prima cosa bella,"Giaime, Andry The Hitmaker",789,5q8uCNrC9JsfJaOlcS4rxl
Schwarzer Jaguar,"RAF Camora, Gallo Nero",789,4ibRthHhVXBMnXox4lNB42
Nothing But Net (feat. Giggs),AJ Tracey,789,3Cwx13S6kYpafhhGSuNlBw
concert for aliens,Machine Gun Kelly,789,7os53rdrgA0OU6xC5xJruX
Zonder Jou,Famke Louise,788,0zDZBvz8T5uEYOhyACwRoU
Low Key (feat. Tyga),Ally Brooke,788,7xhvCzIguRfyfQyGrnWuVn
Interlude trap 2,MHD,788,1TEg3HIFDn8L55OlR8yCiR
Onni,Ellinoora,788,3oY8FzEOjGnJuZp0oweh86
Player 2,Sea,788,2ouvk4874uY3Bt4xzMVMJa
Poles 1469,"Trippie Redd, 6ix9ine",788,4fC5jw1TI59GH1emfN1wtk
No Love,Show Luo,788,1s1cWHS1trLZzSJPAOhw99
Nie ma mnie,Kwiat Jabłoni,788,2DwMg20ZpSUxookuqBVG2K
Zły śpi spokojnie (prod. Mentalcut),"Pezet, Lua Preta, Oskar",788,44V1o5VHdEP090kSTFW6RD
Holiday Inn,Symba,788,7ir2i0k9g98dYHVFpUcUX8
Ouvertyr,Benjamin Ingrosso,788,53IIwRo8p3oEQWoGoXnmY4
Viento (Interlude),Maluma,788,6THKdMvrQX2qgA9soG0sv6
Det hände sig för längesen,Kikki Danielsson,788,5soJw9gggZJgIJmxo0IShv
MALDITA ENVIDIA,Myke Towers,788,60I5noEbxX5lQXCReGlwvM
Half the World Away - Remastered,Oasis,788,6z1Xz89avh1KA7d3Ek7DQP
Sickerrr,Suboi,788,11Ks6ozTh3pZwf6HngKxxq
Les gens,"Jul, Houari, Moubarak, Gips",788,3NWQgxcfDp70FDEhbUzGO1
Marry Your Daughter,Brian McKnight Jr.,788,6PBG9ruPAYj8hdLpaGYopo
As'phelelanga,"Vusi Nova, Jessica Mbangeni",788,1cPIJkUq5LC7xbNK4mI2Kp
Ubu,Methyl Ethel,788,3FEBsU1XGqjwkDfMn8utnw
Phận Tơ Tằm,Tố My,788,0lOQZ7Vfz9YtsZJFmYYw4m
COMMAS,"Marti, Dree Low",788,2HtDmpt6bnznktdaZiv5WL
Laserpointer,"LX, Bonez MC",788,2LajDi2g0nNpMdUjJLXoWE
Mi Trokita Cumbia,Obzesion,788,0TwWnaZ6JGfVuN4iZq2BzJ
Incapable - Acoustic,Julie Bergan,787,3CjRJYBShk6Od4FagJHbUu
KAHEDA,Tóc Tiên,787,0wKEfbXGQHgzqDJxUyiHuM
VEND OM (feat. Danni),Carmon,787,3fK4Yo4wzX7bd13aGe29sW
Chansa,"Dani M, Newkid, Jireel",787,7qf4jGtuQtFeivN26pk0DE
Maandag Tot Maandag,Chivv,787,2XCfrfS2BHLkUpot7aCXRe
Date La Vuelta,Morat,787,62I25P84DTn6vC37C0vRFD
Liyam,Inkonnu,787,21vUj5SOzOdtGTgRRPBGoA
In And Out Of Love - Uit Liefde Voor Muziek,Silvy,787,2uxHUzeOYiwkyBszISYOqq
戰神卡爾迪亞,Sandee Chan,787,3YgN5vmpnC7yVArRH4c2Y4
NASA,"Renne Dang, Blakkwood",787,4vqKzv2OhdPoEJ9onOaQsF
In A Way,BKO,787,6ByGUugSwJDLGHVv8yGC8r
Matek,Follow The Flow,787,1gSePBFD91QMcela5Vfp6Q
Bon Dance,millennium parade,787,4SWY7kkGnXQI2gNs17PabG
Flying Hirsch - Xtreme Sound Remix,"Peter Power, Flying Hirsche",787,4VXMjESEHQxXnk5yVnhiiu
Quiero Amanecer,Bareto,787,7FxnHDy0ew0aDygCSo6vYH
Free Me,Sia,787,07tsxA3VTCCs35M17sBs88
No Favors / 5000,Noah Carter,786,1EeJ9fyxm3HU6SEGmx2rd2
Vaivén,Daddy Yankee,786,0OnqFl8tNKgkIl489RdfuK
Rosa X,GAYAZOV$ BROTHER$,786,6hgPxWiHBG2L0SpJuF3J22
Think About You,LÉON,786,6BWTZwXamKhjdYlicjjVjB
Celebration,Logic,786,1zjSuvvLpPoJwnywiFIX7E
Våpendrager,"Hver gang vi møtes, Arne Hurlen",786,5bTRIBmuVwR9RFP3g1HzvF
Godmorgon,Tomas Andersson Wij,786,0zNSMIL9M9nwxhNWIBNAOl
Nos Hacemos Falta,Adexe & Nau,786,4yH8wMxrqMln0fL14ZxFn9
再見永遠,Ben Wu,786,0SsGrgTOt2DYUWQIHApIun
Taky Aky Si,Sima,786,5eZCLBnEI9J0OJKD8IYl1S
Soy Yo,Kany Garcia,786,4n8cY8SZgldxSbq9uJ05Tq
Jeune soldat,Leto,786,6A29l1WiOjvMY8mOL0Q3N3
JETEZ PAS L'OEIL (feat. Vald),GIMS,786,5KbvFZGFaygrCzJ3Nm1vp9
Speechless (Part 2),Naomi Scott,786,4pIjcawF1mGKm45b1CG5jV
Let Christmas Be the Reason,Weeping Willows,786,3IhamY40YSaCjZgWsR4mST
第一百個我,Joey Yung,786,0CZt1VGIieJgj2wv3mWSUn
V8,Bartofso,786,32DpORQO8jsEqu7pN7sukc
Ma kush,SCH,786,7bSrg0OrH9eEMjRn6JhmyT
Heavy,Peach PRC,785,70f71uZ7egz2Vshwx4D425
MUSALLAT,Hidra,785,54Ke2X20pG0nmGnId5502J
תל אביב,Omer Adam,785,1mMYgCNmnKFGnfpqRN4iSl
Born in the U.S.A.,Bruce Springsteen,785,0dOg1ySSI7NkpAe89Zo0b9
Queens,"Buzz, Zoro&Buzz",785,2QxUJjlgzGNs2WD9bdFAT3
Let It Go (feat. Anna Clendening),Matoma,785,6xgYZnbGcGxgfILOZ0Mdam
Sunshine Hits My Face,Freddy Kalas,785,7IvsuFIqe5vB6W9GrswYtj
Ykkösen bägei (feat. Justsesomali),"Gettomasa, Ruuben",785,0hEsuWApbq8VCoWIOiF1dt
Sin Panty,"Nio Garcia, Farruko, Flow La Movie",785,3OYQbnGzAPgoxlRRnu5PRa
Songi i Fotki,Adi Nowak,785,1IVnob5tqazU7z2R1dWQWy
Långsamt,Mando Diao,785,0CMuXgUQQckEsBizMbKUFO
Jericho,"David Stypka, Bandjeez",785,1UFnkxfcwxEK6czFYMU1kb
Contrapunto para Humano y Computadora,El Cuarteto De Nos,785,3Fy1m7uf0NJI8rjRsDA6sF
Ngủ Đi Để Thấy Nhau Còn Hồn Nhiên,Hoang Dung,785,5TJohyIwsWZnsvH2FmuFyN
Certy,"Gio Melody, RICTA, FoReal",785,14vC8q17NqQXBp5wHHBE3J
Hard White,Nicki Minaj,785,1hHbmfNfXIwHyHCYO8ae3I
Wave Your Flag,"Afrojack, Luis Fonsi",785,4zHkiH22u64gB8fIK2QjmP
Pasikeitė Laikai,"OG Version, Furytto, Retro",785,5cSJHZ2IglZ5w0tmc8YplZ
Human - Acoustic,Jon Bellion,784,2WU4ET9r25IVZGQkWOM2UL
Underwater,BAEKHYUN,784,7tIFeLQFS7A6DLcZ12Mv3U
One Thing,One Direction,784,5G2c6FsfTzgYUzageCmfXY
"Øl, Øl Og Mere Øl",Soppgirobygget,784,6cvvRzbWnyXgdN79mqHGcH
Speechless (Full) - Japanese Version,Haruka Kinoshita,784,21BMip8RqunPokzxnkNe3A
"Mula (with Kareem Kalokoh, Fell'g)",Naar,784,10ac5v6Rd9ADKcceYd1Yl2
Orang Lain - Def Jam Malaysia Remix,"A. Nayaka, Joe Flizzow, YonnyBoii, SonaOne, YHB Sleepsalot, Airliftz, SYA, SENNA, Zynakal",784,63BVNRCXZNdWO7FzVtgY6n
Stroskotaný,Separ,784,7Co6FndtfAoJ7RQZSryCE9
Mektoub,"Naps, Kalif",784,4ggV1FFgVdMeUEpVd5U2pb
Tr4p,Blacky,784,3ElNNE3PSJGs2rI69EnAVL
Bataclan,"Nerone, Fabri Fibra",784,2blMyjvcy9l17CWRupWpyF
Appel,SFB,784,3FN7ZgLuuvH8P4rH7tzZzx
"A Sky Full of Stars - Live at the Royal Albert Hall, London",Coldplay,784,2WXTF0qgKbczC2O8VymeLO
天使,Della,784,0OsXGTbbyFh9haXOkJcYMa
Heroin,Lana Del Rey,784,049vXERjilfrN8WoXG8zPt
D-D-DANCE,IZ*ONE,784,3U764c5XbUqjr408oTrjfy
Lascia mi fare,Wanda,784,1TrLCDiTHAkjxi7hQEMJID
Candy,"Dane Amar, MEYOU",784,73EWs6K82qa5O6UX0emN7I
To Timer I Træk,Jung,783,6T2piU4DDcq9WAqLVAkdQX
Mo Bounce,Iggy Azalea,783,4AEVXHznFXkJEtFamkYwlr
"Te duceam la Han,te duceam la Mia",Costel Biju,783,4wYJHjWVZZYEUc1dNXNwFd
PEEP HOLE,DaBaby,783,5GATP9D34th0D88vlKi38F
Aladin 2020,"Karlo, Viktor Sheen",783,03cHCboK6CIuymaIG4wEsB
Dah Wa2toh,Mohamed Hamaki,783,3jkUBbALdkapP4OUWF4pyZ
Que Locura Enamorarme De Ti,Eddie Santiago,783,1TMxv8sfUhU55AC6Ul1PU5
אדון מרפי,Omer Adam,783,06bR0GRQ03GSdoMy8NOVqn
Regarde Le Soleil,Milow,783,0QVr9hAlARRQ41nIjBHYTY
Nepustím,Kali,783,3PvgezLhA47PQNX84MGnJv
Teken Van Leven - Uit Liefde Voor Muziek,Gene Thomas,783,1PB4gds0rSJlqkNNwoDuD4
Golden Ticket,Highasakite,783,75UgVqUgjKxLv8csZUw9vJ
Prej Inati,Ledri Vula,783,4IzqayKpvcKj0I7KWqRVwU
Atado Entre Tus Manos,"Tommy Torres, Sebastian Yatra",783,0A7Bx1u7ufBNclwcfs02mG
DIAMONDS,Cro,783,4RPDuJjObb7oIwHkV7XkV5
SOLO SEX,"Massimo Pericolo, Crookers, Nic Sarno",783,33gTt1VY5x0ApP28WNFdu6
You'll Never Walk Alone,Gerry & The Pacemakers,783,05niRYnZWL75PjoZfEtIFm
Das Gefühl,AnnenMayKantereit,783,6UdNDWZtkdAvaAZ9TRzkUF
i,Kendrick Lamar,783,3ODXRUPL44f04cCacwiCLC
Serenata,Slow J,783,5mbatDCvLYp8C7dnMkizao
Yıkıl Karşımdan,"Demet Akalın, Gökhan Özen",782,41CWnrbOXTsl44dlXLRYho
Idiota,Pablo Alborán,782,5vxyscrzw9NKsfPX29GpPO
Amour censure,Hoshi,782,3AtPpsOe8qQHtDdFywaWyY
Small Talk,Niall Horan,782,2928yIGFV4enculPwmmGSe
Last Summer,"Andrew Rayel, Garibay, Jake Torrey",782,79KIFY05IPXgLNHLSbu5Dj
黑白,Grady Guan,782,4ZyCH8K17IgWmLwfmItVgc
Como Eu,Bárbara Bandeira,782,1YqnwlKHXQ1XYhIhakVikB
Christmas Lights - Live from Spotify London,Coldplay,782,4QVdnpSO5JGMFOEl6ys4RQ
Flexing,Mahlano Da'don,782,6Xz3V8V7dF1bab4YiCRxaA
La Tortuga Vacilona,La Combo Tortuga,782,7rYLvRRb8dmf9R7jXihxyg
Slå!,Uno Svenningsson,782,2dFJyn2i1d0DOcNjpDdZHw
Yo Sólo Quiero,Silvestre Dangond,782,159mwiF8PZ6RGJrxGRB86y
Don't Wanna Lie (feat. 8lak & Hosea),Patrick Brasca,782,6Q1Ekf6C8V0e7aOCymgscs
Анимация,"Boro Purvi, Madmatic",781,2XWeVYNBVYINQQ1LuLyWxN
A dix,Kalash Criminel,781,7CzNlBBaRucjNygKTPFxCy
Jonge Jongen Naar De Top,3robi,781,0aBqdBTB5SeTM27q4CGc6q
Kan Niet Terug,"Hef, Vic9, Feis, Rich",781,5Ik7MCoOEuJ4E6wQWknXqe
Far Away City,Doris 68,781,6R2yzPjAXmlICyIyGkw3xt
"Rednecks, Red Letters, Red Dirt",Morgan Wallen,781,23ADTEcy2rB090bYiZRsCP
Prada,"DJ Stephan, Lil Koni, Richi",781,52JVyHzxeRUBbcm8NQmNMp
